fuel_type,plant_age_years,efficiency_percent,capacity_factor_percent,load_factor,weather_impact_factor,maintenance_factor,region,grid_demand_mw,operating_temp_celsius,distance_to_grid_km,electricity_generated_mwh,co2_emissions_tonnes
Solar,12.1,20.23,28.69,0.936,0.951,1.0,North,3696.17,32.5,20.0,1067.28,160.17
Coal,10.6,35.18,57.39,0.774,1.0,1.0,West,5319.07,31.4,72.3,7908.41,10666.99
Natural_Gas,34.0,43.56,71.52,0.624,1.0,1.0,West,2057.82,19.9,66.7,5699.96,2909.04
Hydroelectric,21.9,86.67,40.17,0.307,1.016,1.0,South,8180.04,26.7,85.5,1252.89,22.45
Wind,3.7,30.15,34.36,0.325,0.896,1.0,West,5286.6,29.9,61.2,371.67,7.56
Biomass,33.0,13.36,60.04,0.649,1.0,1.0,North,4327.11,27.2,19.1,1535.44,2032.25
Coal,19.2,35.06,74.22,0.505,1.0,1.0,South,6761.97,27.1,83.4,5033.43,8186.69
Natural_Gas,14.3,45.96,72.76,0.333,1.0,1.0,North,6561.38,22.8,70.9,1652.86,772.39
Coal,27.5,32.08,66.15,0.416,1.0,1.0,East,2018.85,16.5,60.9,6848.41,11815.58
Hydroelectric,17.3,88.63,52.96,0.72,1.042,0.95,North,6201.83,42.3,81.8,1985.03,31.32
Coal,24.5,29.93,63.71,0.983,1.0,1.0,West,3476.81,14.3,74.4,17793.44,34266.74
Nuclear,32.9,33.62,82.87,0.833,1.0,0.95,North,4601.26,14.6,34.7,7050.21,247.22
Biomass,13.8,31.37,49.56,0.473,1.0,1.0,North,6884.89,24.4,92.2,1796.97,837.05
Wind,16.9,34.62,23.47,0.754,1.056,1.0,East,4653.69,17.6,1.2,475.38,8.54
Natural_Gas,17.1,49.6,68.88,0.308,1.0,1.0,North,4725.38,27.6,87.1,2747.4,1092.75
Solar,39.6,17.68,31.57,0.366,1.183,1.0,South,6335.03,28.0,1.5,276.01,65.55
Natural_Gas,10.2,55.98,70.43,0.554,1.0,1.0,West,6174.11,23.4,71.7,4106.44,1593.72
Natural_Gas,37.0,41.05,40.41,0.454,1.0,1.0,West,4197.5,17.7,98.7,1991.65,1183.26
Natural_Gas,21.3,52.55,60.69,0.315,1.0,1.0,South,7761.38,28.2,55.5,1233.94,509.07
Coal,20.2,29.01,73.93,0.737,1.0,1.0,Central,5184.61,25.0,15.8,10404.73,19112.59
Wind,11.5,29.21,24.91,0.991,0.931,1.0,South,1999.43,25.7,51.8,179.87,3.93
Hydroelectric,27.7,85.07,52.9,0.448,1.019,1.0,East,9376.48,27.9,16.7,2240.93,38.28
Natural_Gas,29.1,54.05,26.6,0.744,1.0,1.0,West,3163.34,8.2,10.0,2361.26,956.75
Coal,26.0,31.92,73.97,0.766,1.0,0.95,East,5828.55,28.1,81.5,7901.8,13241.17
Natural_Gas,17.3,54.19,41.9,0.865,1.0,0.95,East,4740.28,25.0,2.4,4599.91,1754.7
Oil,26.6,40.53,67.13,0.837,1.0,1.0,North,4770.51,43.2,69.7,575.97,634.99
Natural_Gas,35.9,50.6,45.55,0.444,1.0,1.0,Central,5026.64,27.4,17.0,1532.98,760.73
Natural_Gas,24.9,47.45,55.2,0.971,1.0,1.0,North,4724.26,27.7,67.3,4349.2,1842.18
Coal,7.6,38.11,67.92,0.349,1.0,1.0,West,4939.85,19.8,52.8,4513.09,5708.17
Coal,27.4,32.1,68.2,0.336,1.0,1.0,West,3872.97,33.5,11.6,4135.8,6547.88
Biomass,4.2,20.06,54.24,0.461,1.0,1.0,Central,6902.72,25.2,27.4,1468.87,1033.22
Geothermal,7.1,15.54,59.14,0.47,1.0,0.95,South,4145.23,46.4,44.1,1034.01,127.48
Coal,4.5,38.05,66.88,0.466,1.0,1.0,West,7516.22,34.3,91.9,7055.27,8844.51
Natural_Gas,10.4,50.43,67.15,0.541,1.0,1.0,South,5192.77,22.7,65.8,3101.03,1050.92
Nuclear,11.6,29.28,86.36,0.32,1.0,1.0,East,4538.36,18.1,26.3,3470.19,105.88
Hydroelectric,27.1,82.31,44.89,0.889,0.921,1.0,South,3828.99,29.7,66.7,2051.04,34.94
Wind,3.5,40.75,39.58,0.961,0.904,1.0,South,6026.17,14.4,49.7,949.36,13.09
Natural_Gas,29.3,48.08,47.46,0.72,1.0,1.0,West,6945.19,17.9,81.5,2523.15,1234.59
Coal,6.9,34.82,85.43,0.958,1.0,1.0,Central,5096.91,38.7,69.4,14522.27,18435.4
Natural_Gas,6.6,48.32,55.44,0.883,1.0,0.95,South,3749.52,23.7,85.2,8539.18,3237.72
Wind,28.4,27.8,34.94,0.486,1.063,1.0,East,2570.68,44.4,27.1,702.04,17.45
Coal,25.3,40.07,68.79,0.648,1.0,1.0,West,4488.56,30.7,59.3,8295.87,10794.06
Natural_Gas,10.2,51.89,56.44,0.637,1.0,1.0,Central,2978.08,18.7,30.1,943.71,338.01
Natural_Gas,1.0,52.78,49.83,0.5,1.0,1.0,North,5380.58,13.2,28.6,1530.29,541.6
Coal,26.2,31.43,81.72,0.962,1.0,1.0,Central,2796.64,18.5,89.3,17098.7,28670.82
Hydroelectric,23.3,91.5,47.02,0.541,1.03,1.0,East,5362.69,27.2,68.4,563.28,8.96
Natural_Gas,25.3,48.22,63.84,0.897,1.0,1.0,South,3143.31,16.8,99.7,5362.18,2569.82
Natural_Gas,27.2,47.0,36.26,0.471,1.0,0.95,South,7073.88,42.6,23.3,2183.81,1096.0
Natural_Gas,11.0,45.71,58.48,0.701,1.0,1.0,West,5394.71,25.3,88.9,1795.38,828.88
Natural_Gas,22.8,40.59,35.01,0.603,1.0,1.0,South,5892.44,15.3,83.6,2786.84,1637.89
Wind,24.2,29.22,37.39,0.709,0.994,1.0,North,5472.32,38.9,97.9,387.62,8.98
Oil,27.2,30.87,54.01,0.907,1.0,1.0,South,3986.8,13.5,98.6,2803.45,4226.08
Hydroelectric,31.8,84.09,43.71,0.537,1.21,0.95,East,3428.21,28.7,72.4,1605.25,27.63
Biomass,35.1,26.03,56.01,0.432,1.0,1.0,North,6194.97,16.4,89.7,1061.35,723.1
Natural_Gas,12.7,50.86,76.0,0.812,1.0,0.95,North,1746.31,37.5,13.0,7180.93,2701.38
Coal,32.4,24.75,46.51,0.847,1.0,0.95,West,3472.86,21.6,43.3,6568.17,14551.71
Oil,32.8,33.12,66.97,0.336,1.0,0.95,Central,3729.56,26.0,36.7,1589.73,2023.31
Natural_Gas,9.2,50.34,66.75,0.828,1.0,1.0,West,7308.56,4.0,79.9,9869.28,3784.7
Hydroelectric,26.8,83.6,60.81,0.547,1.047,1.0,North,6015.02,38.2,8.0,635.76,11.0
Oil,19.7,30.26,64.36,0.357,1.0,1.0,Central,2830.1,23.9,48.4,464.83,661.32
Oil,3.2,35.5,62.5,0.823,1.0,1.0,Central,4402.37,34.6,22.6,3845.04,3773.09
Natural_Gas,10.7,50.9,81.44,0.866,1.0,1.0,South,4570.66,32.5,4.4,7105.74,2739.43
Coal,29.0,30.59,40.38,0.79,1.0,1.0,East,4314.42,35.3,27.5,6310.4,11623.97
Coal,11.3,32.01,55.58,0.994,1.0,1.0,Central,5315.03,22.9,82.4,6130.28,9797.24
Natural_Gas,23.6,47.68,60.76,0.535,1.0,1.0,West,4749.36,9.1,18.6,1458.69,680.65
Natural_Gas,36.9,45.89,24.95,0.642,1.0,1.0,East,6047.91,5.6,67.0,1796.61,973.07
Coal,15.0,29.51,75.67,0.969,1.0,1.0,West,3851.05,42.7,72.6,11944.36,20034.75
Oil,20.2,32.32,56.57,0.811,1.0,1.0,West,5187.79,33.4,16.6,1672.47,2127.32
Wind,27.4,38.84,31.28,0.393,1.219,1.0,South,3720.23,16.9,8.5,461.03,8.72
Natural_Gas,5.0,52.47,43.53,0.382,1.0,1.0,Central,3862.03,25.7,80.7,39.9,14.04
Natural_Gas,13.9,46.09,44.93,0.465,1.0,1.0,West,5918.19,8.7,17.1,2498.71,1130.61
Solar,32.2,12.51,25.38,0.689,1.128,1.0,East,5687.81,6.9,20.2,184.46,53.94
Coal,30.1,33.53,70.58,0.544,1.0,0.95,North,3948.31,25.2,80.1,4245.15,7399.03
Coal,6.9,32.37,79.07,0.684,1.0,1.0,West,4626.47,18.4,12.7,5758.35,8281.24
Hydroelectric,8.8,91.87,82.91,0.331,0.954,0.95,South,4662.2,29.1,13.1,410.56,5.71
Natural_Gas,1.8,51.62,82.99,0.953,1.0,1.0,West,4433.67,32.2,76.6,10404.32,3529.6
Coal,33.1,29.76,79.33,0.506,1.0,1.0,North,4588.6,28.8,40.7,7962.47,14689.16
Natural_Gas,21.4,50.4,70.2,0.702,1.0,1.0,East,2640.2,26.6,90.4,2907.8,1213.48
Coal,32.9,40.19,64.94,0.554,1.0,1.0,Central,3864.35,38.2,98.7,6662.55,10385.69
Coal,12.7,39.73,77.46,0.712,1.0,1.0,East,7418.32,13.4,6.7,3016.14,3623.49
Biomass,21.7,20.15,41.12,0.786,1.0,1.0,East,4936.3,33.6,32.9,2220.89,1758.17
Hydroelectric,31.8,86.41,41.46,0.947,1.07,1.0,South,5455.88,42.0,19.5,2368.16,39.42
Wind,26.8,33.97,29.47,0.55,1.136,1.0,North,3653.21,15.9,86.2,315.71,6.79
Natural_Gas,8.3,44.27,31.97,0.463,1.0,1.0,West,4889.25,17.0,3.2,2819.45,1219.66
Natural_Gas,6.2,52.22,45.38,0.981,1.0,1.0,South,3687.87,38.9,4.7,1266.82,463.93
Coal,4.8,31.55,81.2,0.33,1.0,0.95,East,3749.05,23.9,75.4,4752.59,7049.46
Natural_Gas,10.3,56.33,95.0,0.91,1.0,0.95,East,6843.84,9.4,34.3,11440.74,3600.93
Coal,8.5,34.22,88.84,0.772,1.0,1.0,West,5381.2,18.4,36.4,14195.81,20480.69
Natural_Gas,14.3,47.23,81.22,0.621,1.0,1.0,West,1124.81,38.2,21.8,2314.36,988.03
Coal,23.2,30.52,89.55,0.518,1.0,1.0,North,5438.47,33.4,72.0,7353.6,13624.94
Oil,36.4,40.4,43.14,0.711,1.0,1.0,Central,5766.75,32.2,32.0,1866.14,2101.62
Solar,18.4,21.48,20.32,0.653,1.136,1.0,Central,2835.08,43.5,52.5,216.35,34.14
Natural_Gas,14.4,54.81,79.98,0.973,1.0,0.95,West,3491.88,28.1,87.7,2733.4,1010.9
Natural_Gas,27.8,43.23,53.12,0.404,1.0,1.0,South,4322.43,34.5,76.8,1117.3,612.41
Coal,38.0,30.0,78.44,0.771,1.0,0.95,Central,5642.73,11.6,60.4,12354.08,23117.8
Biomass,23.9,20.78,37.43,0.583,1.0,1.0,West,7066.27,29.2,27.0,784.98,581.25
Natural_Gas,18.6,41.61,48.68,0.39,1.0,1.0,North,4347.73,38.5,21.9,2252.53,1134.3
Coal,4.6,28.64,86.95,0.612,1.0,0.95,East,4730.1,18.7,51.9,9144.8,15182.45
Natural_Gas,17.9,52.63,72.99,0.906,1.0,1.0,North,5590.98,22.0,1.9,2806.78,1033.73
Hydroelectric,1.1,88.11,31.53,0.415,1.113,1.0,West,5267.6,15.5,91.0,551.92,7.8
Hydroelectric,38.5,85.63,24.1,0.577,0.857,1.0,East,3045.14,25.1,7.8,585.46,11.05
Wind,6.5,29.44,28.66,0.588,0.775,1.0,Central,6887.74,20.2,7.2,161.23,3.17
Natural_Gas,8.5,52.83,71.38,0.992,1.0,1.0,East,6496.12,45.7,17.1,5385.39,1908.18
Coal,7.2,35.13,68.22,0.949,1.0,1.0,South,4763.49,24.1,88.3,9065.91,11925.28
Oil,13.2,37.81,51.44,0.534,1.0,1.0,North,5056.13,20.4,81.1,1481.41,1585.54
Hydroelectric,38.8,88.59,41.67,0.376,1.323,1.0,West,8221.17,34.0,87.4,1191.49,23.67
Coal,24.9,31.73,89.29,0.699,1.0,1.0,East,4252.18,19.8,64.9,16327.99,30117.04
Hydroelectric,13.3,91.8,50.72,0.884,1.373,1.0,South,3388.85,25.8,20.0,2476.21,39.18
Coal,8.8,30.87,73.86,0.928,1.0,1.0,North,5326.33,33.0,2.5,10914.67,16319.51
Coal,33.6,27.67,64.76,0.501,1.0,1.0,West,5490.51,22.5,88.9,4420.08,8804.4
Natural_Gas,14.5,50.27,50.41,0.541,1.0,1.0,East,4424.37,24.3,76.4,687.61,309.26
Solar,24.6,17.75,29.13,0.414,0.913,1.0,South,6766.41,27.9,48.5,26.4,4.85
Coal,10.3,37.27,69.81,0.85,1.0,1.0,West,7121.85,20.9,72.9,16000.76,19889.44
Natural_Gas,2.2,58.47,66.28,0.67,1.0,1.0,Central,6819.4,22.3,52.9,3016.77,823.61
Coal,32.4,23.15,81.71,0.99,1.0,1.0,West,6021.1,37.0,59.0,7025.16,16241.51
Natural_Gas,28.2,49.35,34.57,0.764,1.0,1.0,South,3826.33,40.6,97.0,4285.68,1980.73
Wind,23.1,33.41,21.07,0.536,1.232,1.0,East,2736.91,23.8,38.8,508.04,9.61
Wind,1.6,38.33,35.19,0.368,1.032,1.0,South,3764.78,23.4,49.2,342.72,4.62
Coal,4.8,39.97,85.9,0.787,1.0,1.0,North,3819.66,15.4,35.1,12989.46,15108.87
Nuclear,19.4,27.97,75.4,0.757,1.0,1.0,West,6345.87,24.5,45.4,9100.95,333.35
Natural_Gas,33.0,43.54,53.89,0.839,1.0,1.0,South,3765.53,10.1,63.8,108.48,55.99
Natural_Gas,34.4,47.74,42.53,0.524,1.0,1.0,West,4147.41,36.6,7.4,2259.56,1129.97
Coal,24.4,33.46,54.73,0.407,1.0,1.0,South,2774.95,33.4,87.5,5348.32,9565.72
Coal,33.5,34.07,70.69,0.474,1.0,1.0,West,1442.32,12.0,83.3,1605.86,2839.67
Natural_Gas,19.8,46.82,49.62,0.838,1.0,0.95,East,4285.55,25.1,78.5,4777.89,2069.81
Oil,22.9,42.12,51.67,0.93,1.0,1.0,West,3361.04,31.1,21.9,3637.01,3361.47
Natural_Gas,17.8,44.65,66.08,0.569,1.0,1.0,East,7278.14,17.4,26.6,3207.26,1687.94
Nuclear,1.9,28.39,90.38,0.925,1.0,1.0,South,3455.47,34.0,58.1,15231.59,442.68
Coal,23.9,35.77,74.95,0.78,1.0,1.0,South,4220.95,28.5,97.6,9024.49,14107.8
Natural_Gas,6.6,48.06,66.62,0.613,1.0,1.0,Central,6713.62,35.6,17.4,4569.1,1880.24
Biomass,10.1,25.17,54.01,0.558,1.0,1.0,South,6022.91,29.9,92.5,831.66,469.33
Natural_Gas,22.3,46.8,59.53,0.309,1.0,1.0,West,5334.63,33.1,44.0,2884.91,1384.27
Natural_Gas,30.7,42.9,70.06,0.686,1.0,1.0,East,3899.28,14.3,59.9,845.74,483.51
Hydroelectric,38.6,87.43,58.89,0.939,0.906,1.0,South,7423.26,22.0,40.5,281.85,4.85
Natural_Gas,29.4,44.66,73.35,0.647,1.0,1.0,Central,5595.56,20.0,80.9,3824.36,2041.86
Oil,4.2,37.64,74.12,0.889,1.0,1.0,West,2665.41,12.7,65.0,4240.19,4225.62
Natural_Gas,19.9,42.07,46.19,0.881,1.0,1.0,West,1110.79,30.2,86.9,2337.84,1195.8
Nuclear,35.4,29.04,86.03,0.74,1.0,0.95,West,4490.41,20.4,21.2,14571.53,579.35
Natural_Gas,3.6,49.69,71.42,0.912,1.0,1.0,West,4554.72,9.2,13.3,5337.5,2038.6
Natural_Gas,31.7,51.0,76.1,0.818,1.0,1.0,West,4989.41,16.7,5.6,2444.25,1026.29
Wind,17.5,31.56,29.71,0.92,1.22,1.0,West,3618.76,26.5,61.1,1364.7,27.52
Coal,8.6,32.17,90.92,0.585,1.0,1.0,East,3556.11,36.4,65.2,7670.71,10986.37
Natural_Gas,37.9,46.88,63.58,0.622,1.0,1.0,East,4092.19,21.0,92.5,639.69,343.6
Natural_Gas,29.9,41.16,65.87,0.615,1.0,1.0,North,3787.28,22.5,42.0,6756.06,3836.92
Geothermal,5.4,13.31,24.0,0.953,1.0,0.95,Central,2450.54,33.8,89.3,1238.1,167.58
Natural_Gas,17.7,46.29,19.65,0.5,1.0,1.0,South,3943.82,31.7,53.5,1286.25,610.58
Natural_Gas,32.1,43.71,59.99,0.888,1.0,1.0,South,6764.45,8.2,89.0,5984.77,3346.84
Natural_Gas,26.6,50.64,54.84,0.744,1.0,1.0,West,3906.42,7.5,5.6,7344.94,3159.83
Natural_Gas,38.1,39.91,60.13,0.501,1.0,1.0,East,5982.78,13.6,40.1,1140.53,688.13
Natural_Gas,29.0,48.34,39.79,0.927,1.0,1.0,North,3085.56,11.9,56.6,6530.34,2961.45
Natural_Gas,31.0,41.32,54.4,0.427,1.0,1.0,Central,6911.58,24.6,14.1,1674.76,980.22
Nuclear,29.0,30.88,85.49,0.939,1.0,0.95,North,5313.67,10.8,1.3,20017.99,675.86
Nuclear,18.2,25.14,76.02,0.491,1.0,1.0,Central,5124.65,22.9,91.0,5845.97,259.47
Natural_Gas,9.3,48.46,61.99,0.371,1.0,1.0,South,2418.58,8.0,19.3,1866.73,786.86
Natural_Gas,25.5,43.79,59.94,0.856,1.0,1.0,East,6353.47,25.4,94.3,5698.38,2933.58
Geothermal,16.9,10.0,54.91,0.334,1.0,1.0,West,3866.01,29.0,7.3,978.93,205.05
Natural_Gas,16.8,49.32,49.69,0.957,1.0,1.0,West,5680.26,37.8,49.1,3392.54,1367.29
Coal,11.8,35.87,43.12,0.7,1.0,1.0,North,5158.63,51.2,19.9,3275.48,4345.9
Natural_Gas,31.6,42.72,71.63,0.542,1.0,1.0,North,6247.88,10.3,25.9,3522.69,2081.78
Natural_Gas,33.5,49.76,87.94,0.339,1.0,1.0,Central,3836.18,11.2,18.8,3454.98,1775.97
Oil,11.5,40.89,59.82,0.397,1.0,0.95,West,5488.71,36.5,10.3,1411.52,1300.68
Solar,13.0,21.38,25.31,0.98,0.997,1.0,West,4990.27,10.7,44.2,570.63,82.33
Wind,28.2,26.29,38.66,0.899,0.737,1.0,South,4081.8,35.8,75.5,634.16,17.22
Solar,31.8,22.13,33.72,0.548,1.004,1.0,West,6241.44,34.1,32.0,237.71,36.93
Nuclear,35.3,32.79,95.0,0.582,1.0,1.0,West,6888.77,16.2,80.8,17511.66,572.2
Coal,18.9,34.65,68.46,0.73,1.0,1.0,East,4055.2,15.5,94.8,9025.1,13425.72
Natural_Gas,25.8,40.91,52.72,0.925,1.0,1.0,East,4009.16,26.0,71.6,4984.66,2540.93
Hydroelectric,3.7,90.81,29.88,0.575,0.988,1.0,North,5701.18,23.4,11.7,158.99,1.9
Coal,14.3,29.35,45.6,0.493,1.0,1.0,West,3095.29,12.3,38.3,53.96,92.91
Wind,13.8,38.68,21.18,0.714,0.968,1.0,Central,7303.44,7.0,75.8,482.03,7.48
Natural_Gas,19.3,42.47,69.75,0.371,1.0,1.0,West,4471.6,20.8,80.0,1392.12,742.7
Nuclear,12.3,35.09,85.76,0.691,1.0,0.95,South,1725.13,43.0,76.2,16528.77,450.4
Natural_Gas,5.7,38.54,41.6,0.716,1.0,1.0,Central,3196.87,25.8,70.6,3695.5,1878.07
Coal,28.0,38.35,77.52,0.908,1.0,1.0,South,3790.11,9.2,15.6,12401.01,17696.23
Natural_Gas,24.0,48.88,46.15,0.855,1.0,1.0,North,4820.28,40.8,11.9,3523.83,1672.52
Natural_Gas,12.7,42.87,48.75,0.565,1.0,1.0,West,3075.11,32.3,83.3,4429.23,2062.77
Natural_Gas,9.8,49.66,42.81,0.671,1.0,1.0,North,7600.86,32.4,32.8,2736.72,1115.35
Coal,10.2,38.87,63.21,0.327,1.0,1.0,East,5191.05,23.4,72.8,2386.81,2940.21
Nuclear,4.9,28.83,83.72,0.762,1.0,1.0,West,3145.27,37.8,4.6,15926.34,527.49
Natural_Gas,20.0,42.91,70.89,0.645,1.0,1.0,West,4747.56,17.8,11.3,3946.42,2088.25
Natural_Gas,20.6,44.46,50.1,0.575,1.0,1.0,North,4672.48,43.1,38.6,2292.35,1064.03
Natural_Gas,4.6,53.77,70.13,0.379,1.0,1.0,Central,6507.0,6.1,96.2,5669.69,2104.8
Coal,29.8,26.34,66.58,0.521,1.0,1.0,East,2188.76,25.6,69.2,6444.83,14007.41
Natural_Gas,10.4,52.94,83.29,0.33,1.0,1.0,East,3389.43,26.2,54.4,3664.97,1370.25
Natural_Gas,24.2,49.67,36.17,0.358,1.0,0.95,South,6028.26,35.8,13.5,2182.29,1031.94
Biomass,36.9,19.73,30.44,0.74,1.0,1.0,Central,4720.65,23.2,24.8,1160.07,1054.28
Coal,14.7,36.31,72.94,0.883,1.0,1.0,North,4732.31,41.6,80.5,12705.48,17801.24
Solar,20.4,18.37,23.9,0.74,0.849,1.0,South,5621.19,28.3,18.3,365.93,65.67
Coal,19.0,25.55,64.96,0.524,1.0,1.0,East,1000.0,15.7,51.0,6538.99,13077.48
Natural_Gas,6.7,46.27,79.45,0.701,1.0,1.0,South,6363.64,29.0,25.2,967.85,426.23
Natural_Gas,17.8,48.96,53.23,0.353,1.0,0.95,East,4947.05,28.2,19.1,254.55,114.3
Wind,39.6,31.11,28.62,0.742,1.108,0.95,West,6218.57,42.7,89.2,150.05,3.55
Coal,20.8,24.97,79.81,0.417,1.0,1.0,South,6954.98,34.3,12.9,8153.56,17524.39
Natural_Gas,3.8,47.0,21.61,0.442,1.0,1.0,East,3810.2,11.4,65.9,859.34,354.4
Nuclear,15.4,31.75,86.56,0.326,1.0,1.0,East,4763.42,24.4,88.4,5378.47,163.03
Wind,6.3,33.04,42.73,0.541,1.135,1.0,West,5043.15,28.3,44.1,1264.63,21.93
Wind,8.7,32.94,29.88,0.423,0.99,1.0,Central,6888.76,4.7,60.6,470.38,7.78
Oil,21.5,33.26,76.93,0.451,1.0,1.0,West,5522.53,20.1,25.3,2363.51,2983.39
Hydroelectric,22.3,86.74,52.31,0.912,0.89,1.0,North,5093.71,23.7,54.5,2872.92,46.93
Coal,24.7,39.96,84.74,0.813,1.0,0.95,West,2606.58,38.2,55.5,5592.7,7862.14
Nuclear,7.2,32.41,80.58,0.525,1.0,1.0,East,5412.56,29.0,67.9,5619.17,160.99
Nuclear,12.2,27.63,90.76,0.793,1.0,1.0,North,9391.05,18.3,71.3,18142.11,612.68
Hydroelectric,16.1,86.84,55.63,0.843,1.17,1.0,East,2688.63,31.8,9.5,393.11,5.76
Wind,7.8,34.51,37.66,0.357,0.813,1.0,South,5219.45,11.5,79.0,163.49,2.83
Coal,14.5,30.48,63.47,0.897,1.0,1.0,East,4598.77,21.5,93.6,9840.39,14857.03
Coal,13.4,36.91,72.71,0.966,1.0,1.0,Central,4822.64,2.6,23.5,21340.4,28506.46
Hydroelectric,26.3,90.14,61.6,0.468,1.322,1.0,Central,2912.59,23.5,21.9,1980.81,34.49
Coal,3.8,40.05,78.16,0.448,1.0,1.0,North,7501.53,18.6,60.7,12128.29,13138.56
Natural_Gas,14.8,40.83,70.6,0.697,1.0,1.0,West,5875.03,30.7,11.9,4953.01,2670.73
Natural_Gas,33.8,47.56,79.02,0.955,1.0,1.0,West,5191.74,45.8,88.7,3487.39,1785.77
Coal,31.0,26.86,61.29,0.495,1.0,1.0,Central,6451.47,24.3,69.9,6216.92,12549.49
Natural_Gas,1.1,47.86,49.99,0.39,1.0,1.0,South,3316.12,41.8,89.9,1695.03,690.57
Coal,33.1,30.51,69.36,0.899,1.0,1.0,North,2507.68,11.3,95.4,13926.96,26845.39
Coal,36.4,26.36,66.48,0.991,1.0,1.0,East,5950.6,33.3,85.8,7981.45,17104.49
Coal,2.9,35.57,67.33,0.718,1.0,1.0,North,1969.32,36.8,81.1,12914.88,17294.69
Hydroelectric,3.7,82.38,50.09,0.642,1.181,1.0,East,7380.5,29.4,8.9,2843.75,43.01
Hydroelectric,30.3,87.59,30.79,0.807,1.152,1.0,West,6190.16,21.5,69.3,1462.61,24.19
Natural_Gas,8.5,49.78,48.8,0.772,1.0,1.0,West,1019.93,13.2,5.7,6181.73,2298.46
Oil,28.4,31.81,68.12,0.797,1.0,1.0,South,4015.12,23.9,28.1,130.24,175.72
Nuclear,13.0,30.36,88.38,0.56,1.0,1.0,East,4106.48,21.0,2.9,6184.57,185.93
Natural_Gas,30.6,45.78,60.86,0.536,1.0,0.95,South,4212.41,43.8,95.8,2346.62,1217.04
Natural_Gas,30.8,44.21,59.37,0.592,1.0,1.0,Central,2695.13,27.1,36.8,817.79,426.98
Geothermal,3.4,20.88,25.74,0.438,1.0,0.95,East,7432.18,28.8,1.7,605.85,54.53
Natural_Gas,22.6,40.88,60.13,0.745,1.0,1.0,North,7228.77,25.9,33.2,107.55,58.27
Coal,30.4,30.8,78.82,0.996,1.0,1.0,West,6116.31,21.6,60.0,15212.04,27445.18
Solar,13.6,13.71,16.97,0.807,1.005,1.0,North,4233.1,31.0,63.4,345.62,77.91
Coal,25.1,19.28,51.48,0.596,1.0,1.0,Central,2830.65,44.5,37.8,9096.93,26170.77
Nuclear,1.6,25.45,87.19,0.426,1.0,0.95,North,4783.38,35.8,14.9,2134.95,73.39
Natural_Gas,7.0,42.35,49.24,0.372,1.0,1.0,South,5291.8,27.7,9.0,2476.7,1191.13
Coal,35.5,32.66,68.52,0.747,1.0,1.0,North,4308.87,23.9,87.6,7196.79,12864.49
Natural_Gas,4.8,52.28,56.05,0.314,1.0,1.0,East,7385.07,36.3,3.3,2388.21,842.84
Hydroelectric,14.3,88.05,68.78,0.485,0.98,1.0,West,6797.09,1.8,21.5,1214.74,18.22
Coal,30.9,25.19,84.72,0.708,1.0,1.0,North,2628.39,28.9,46.6,17176.24,37558.56
Solar,37.2,18.72,29.15,0.595,1.213,1.0,East,4563.44,10.6,46.0,663.81,134.71
Natural_Gas,33.4,47.37,68.36,0.48,1.0,1.0,Central,1308.67,30.3,45.6,2381.58,1230.26
Coal,32.6,34.53,75.69,0.502,1.0,1.0,West,5197.6,18.3,10.2,8791.49,14431.42
Natural_Gas,11.5,47.52,39.73,0.425,1.0,1.0,West,7648.53,11.7,58.8,1795.3,769.45
Solar,8.0,21.94,31.63,0.451,0.836,1.0,North,5962.77,31.6,23.1,562.15,80.16
Natural_Gas,31.2,41.42,77.41,0.311,1.0,1.0,East,8287.7,37.4,81.7,672.91,397.56
Natural_Gas,37.4,45.46,60.47,0.688,1.0,1.0,North,5209.74,33.5,83.8,689.56,363.28
Coal,13.8,31.82,67.18,0.993,1.0,1.0,South,5922.85,27.1,2.2,15782.3,23137.45
Nuclear,10.8,33.02,81.1,0.911,1.0,1.0,Central,5142.27,17.5,18.8,12294.39,356.81
Natural_Gas,33.0,46.04,59.61,0.755,1.0,0.95,South,6939.63,33.2,69.7,4253.95,2027.05
Natural_Gas,13.9,47.46,62.78,0.333,1.0,1.0,Central,3192.25,28.4,23.1,2686.34,1248.49
Coal,20.7,35.97,73.04,0.702,1.0,0.95,Central,5595.66,17.8,90.2,12504.12,19427.36
Nuclear,4.4,32.55,84.93,0.918,1.0,1.0,West,4350.09,28.1,59.0,8492.04,242.71
Coal,28.7,27.26,79.77,0.823,1.0,1.0,West,5395.41,17.2,12.4,15006.48,28699.56
Natural_Gas,28.0,37.96,82.89,0.994,1.0,1.0,Central,4400.06,21.6,42.6,2326.36,1423.48
Solar,12.3,21.45,25.69,0.677,1.083,1.0,North,5509.02,30.7,16.2,647.55,94.11
Wind,2.5,33.94,48.48,0.994,1.095,1.0,Central,3570.8,17.0,79.4,1295.88,19.8
Natural_Gas,12.6,46.27,57.37,0.383,1.0,1.0,South,4945.78,20.2,26.1,3244.94,1449.93
Coal,8.6,34.74,76.73,0.767,1.0,1.0,South,5830.59,21.3,80.1,9377.86,13335.29
Biomass,1.7,20.88,59.62,0.956,1.0,1.0,West,4587.58,26.0,42.2,3023.94,1733.4
Natural_Gas,23.8,48.79,66.83,0.556,1.0,1.0,East,2836.52,22.7,25.9,4671.84,2268.55
